,name,price_per_night,rating_overall,rating_cleanliness,rating_accuracy,rating_communication,rating_location,rating_check_in,rating_value,num_listing_reviews,num_host_ratings,host_response_rate,host_joined_months_ago,num_guests,num_bedrooms,num_beds,num_baths,superhost,borough,property_type,wifi,air_conditioning,heating,kitchen
157,Enjoy Yourself in Classic East Village 1BR,229,4.85,4.7,4.9,5.0,5.0,4.9,4.9,66,66,100,64,2,1,1,1.0,1,manhattan,apartment,1,1,1,1
158,"Gild Hall - Luxury Boutique Hotel, King Bed",230,4.3,4.8,4.5,4.4,4.8,4.6,4.7,20,132,88,10,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
159,Amazing Private Room @Madison Square Garden,134,4.43,4.3,4.5,4.6,4.8,4.7,4.5,201,445,100,43,2,1,1,1.0,0,manhattan,private room,1,1,1,1
160,Lovely private bedroom right next to Central Park,95,4.31,4.2,4.6,4.7,4.7,4.5,4.5,48,89,100,20,2,1,1,2.0,0,manhattan,private room,1,0,1,1
161,Beautiful 2 Double Bed Hotel Room,244,5.0,4.8,4.9,4.9,5.0,4.9,5.0,37,2739,99,10,4,1,2,1.0,1,manhattan,hotel,1,1,1,0
162,Lower East Side stylish bedroom,90,5.0,4.7,4.7,5.0,4.7,4.7,4.0,3,46,100,26,2,1,1,1.0,0,manhattan,apartment,1,1,1,1
163,C4 Private Room in Beautiful UWS Apartment,100,4.2,4.2,4.4,4.6,3.8,4.4,4.0,5,22,100,60,2,1,1,2.0,0,manhattan,private room,1,1,1,1
164,The West Village Classic,400,4.83,4.7,4.7,4.9,4.9,4.8,4.7,18,177,100,129,2,1,1,1.0,1,manhattan,apartment,1,1,1,1
165,Dylan Hotel NYC - Luxury King Room,269,4.39,4.5,4.5,4.7,4.8,4.8,4.5,284,325,88,26,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
166,Upscale Apt blocks to Columbia Med./Presb. Hosp.,125,4.71,4.7,4.9,4.9,4.7,4.9,4.8,241,241,95,113,2,1,1,1.0,0,manhattan,apartment,1,1,1,1
167,Queen Room ADA Terrace,494,4.42,4.5,4.4,4.8,4.8,4.8,4.2,12,2355,97,27,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
168,Great Room by Central Park & Time Square,189,3.5,3.8,3.5,3.2,4.2,3.8,3.8,4,107,97,42,2,1,1,1.0,0,manhattan,loft,1,1,1,0
169,Great Room Manhattan,117,4.65,4.5,4.7,4.8,4.9,4.8,4.6,20,20,100,3,2,1,1,1.0,0,manhattan,private room,1,1,1,1
170,MANHATTAN Studio 10 SECONDS Walk to Subway,89,4.44,4.5,4.6,4.8,4.5,4.8,4.5,207,249,66,86,6,0,5,1.0,0,manhattan,apartment,1,1,1,1
171,"Prewar building, CLASSIC location!",184,4.96,4.9,5.0,5.0,5.0,4.9,4.8,50,50,100,83,2,1,1,1.0,1,manhattan,private room,1,1,1,1
172,1 Bedroom townhouse apt in Chelsea w/ back garden,395,4.79,4.6,4.9,5.0,5.0,5.0,4.5,70,70,100,63,2,1,0,1.0,0,manhattan,apartment,1,1,1,1
173,Steps from Times Square and Central Park,254,3.09,3.4,3.2,3.5,4.6,3.8,3.1,255,520,47,27,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
174,Classic East Village Studio,200,5.0,4.3,4.8,5.0,5.0,5.0,5.0,6,11,86,108,2,1,1,1.0,1,manhattan,apartment,1,1,1,1
175,MIDTOWN MANHATTAN-WALKING DISTANCE TO EMPIRE STATE,325,4.89,4.9,4.9,5.0,5.0,4.9,4.9,18,31,100,92,8,3,3,1.0,1,manhattan,apartment,1,1,1,1
176,PERFECTLY LOCATED STUDIO NEXT TO ⭐️ CENTRAL PARK ⭐️,173,4.78,4.8,4.8,4.9,4.8,4.9,4.8,46,223,92,26,3,0,1,1.0,0,manhattan,apartment,1,0,1,1
177,"Hotel 32 32, King Superior",255,4.29,4.3,4.3,4.5,4.5,4.8,4.4,17,218,79,26,2,1,1,1.0,0,manhattan,hotel,1,1,1,1
178,Chic Hamilton Heights getaway ✨,90,4.88,4.4,4.9,4.9,5.0,5.0,4.8,8,28,93,66,2,1,1,1.0,0,manhattan,private room,1,0,1,1
179,Spacious & bright apartment in the heart of Harlem,135,4.89,5.0,4.7,4.8,4.8,5.0,4.8,19,19,100,50,3,1,3,1.0,0,manhattan,private room,1,1,1,1
180,Historic Upper West Side Townhouse 1 or 2 Bdrms,189,4.83,4.8,4.8,4.9,4.8,4.9,4.8,137,137,100,81,5,2,10,1.0,0,manhattan,private room,1,1,1,1
181,Harlem Bliss,150,4.81,4.7,4.9,5.0,4.8,5.0,4.7,49,49,77,77,4,2,2,1.0,0,manhattan,apartment,1,1,1,1
182,"Ground floor,Private garden Patio - sleeps 6 - UES",388,4.71,4.4,4.8,4.9,4.9,4.9,4.7,82,86,100,62,6,2,3,1.0,0,manhattan,apartment,1,1,1,1
183,Water View King Bed Hotel Room,254,4.73,4.9,4.8,4.8,4.9,4.8,4.7,44,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
184,Spacious 1 Bedroom Apt in the heart of Harlem,132,4.76,4.8,4.8,4.9,4.9,4.9,4.6,87,123,100,61,3,1,2,1.0,1,manhattan,apartment,1,1,1,1
185,Private & Clean Full Apartment w/ Kitchen + Bath!,93,4.61,4.2,4.7,4.6,4.8,4.6,4.6,18,496,84,92,2,1,2,1.0,0,manhattan,private room,1,1,1,1
186,Sonder | Queen Room + Kitchenette in Flatiron District,262,4.55,4.7,4.8,4.6,4.9,4.5,4.5,11,5283,89,34,2,0,1,1.0,0,manhattan,hotel,1,1,1,0
187,Sonder *Weekly Discounts* Studio Near Trader Joe's,311,4.44,4.6,4.5,4.4,4.9,4.5,4.4,93,5283,89,34,2,0,1,1.0,0,manhattan,apartment,1,1,1,1
188,Sonder *Weekly Specials* Studio Near Zuccotti Park,199,4.42,4.6,4.6,4.5,4.8,4.6,4.5,160,5283,89,34,2,0,1,1.0,0,manhattan,apartment,1,1,1,1
189,King Suite in the Heights,175,5.0,5.0,5.0,5.0,4.8,4.8,4.8,6,6,100,20,4,1,1,1.0,0,manhattan,apartment,1,1,1,1
190,Beautiful 2 Double Bed Hotel Room,244,4.81,4.7,4.8,4.8,4.8,4.8,4.8,58,2739,99,10,4,1,2,1.0,1,manhattan,hotel,1,1,1,0
191,Midtown West - Cozy Standard King,199,4.43,4.7,4.3,4.7,4.5,4.6,4.3,49,1032,96,33,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
192,Near Broadway / King Bed Hotel Room,234,4.61,4.5,4.7,4.7,4.8,4.8,4.8,33,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
193,Beautiful King Bed Hotel Room,254,4.8,4.8,4.8,5.0,4.9,5.0,4.9,25,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
194,The Artist's Experience,177,4.91,4.8,4.9,5.0,5.0,5.0,4.9,374,374,100,96,2,1,1,1.0,1,manhattan,private room,1,1,1,1
195,Near Broadway / King Bed Hotel Room,234,4.58,4.5,4.6,4.7,4.8,4.7,4.7,24,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
196,Top fl. Queen BR in Manhattan w/ AMAZING Views,112,4.91,4.9,5.0,4.9,4.8,4.8,5.0,34,46,100,70,2,1,1,1.0,1,manhattan,private room,1,1,1,1
197,Water View King Bed Hotel Room,254,4.84,5.0,4.8,5.0,5.0,5.0,4.9,32,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
198,Times Square Extended Stay One-bedroom Apartment,259,4.85,4.6,4.8,5.0,4.9,4.7,4.7,13,517,99,14,4,1,2,1.0,0,manhattan,apartment,1,1,1,1
199,Explore Midtown Studio Near Empire State Building,333,5.0,5.0,5.0,5.0,5.0,4.9,4.9,8,189,97,17,6,0,3,1.0,1,manhattan,apartment,1,1,1,1
200,Beautiful 2 Double Bed Hotel Room,244,4.73,4.8,4.9,4.8,5.0,4.9,4.8,41,2739,99,10,4,1,2,1.0,1,manhattan,hotel,1,1,1,0
201,The William Hotel,250,3.67,4.3,3.7,3.7,5.0,4.3,4.0,3,1025,100,80,2,1,1,1.0,1,manhattan,apartment,1,1,1,0
202,Elegant Spacious UES private room,115,4.74,4.8,4.8,5.0,5.0,5.0,4.7,58,276,100,67,2,1,1,1.0,0,manhattan,private room,1,1,1,1
203,Magnificent Location Midtown Studio,235,5.0,4.9,5.0,5.0,4.8,4.9,4.7,12,189,97,17,3,0,2,1.0,1,manhattan,apartment,1,1,1,1
204,Beautiful Sun Drenched 1 bedroom apartment,147,4.32,4.4,4.3,4.5,4.9,4.5,4.5,31,35,95,90,3,1,1,1.0,0,manhattan,apartment,1,1,1,1
205,Heart of Midtown One-Bedroom for Family,456,4.88,4.9,4.9,4.9,5.0,4.9,4.9,16,189,97,17,8,1,4,1.0,1,manhattan,apartment,1,1,1,1
206,"Hamilton Hts Beauty, Manhattan 1 BR",175,4.7,4.7,4.8,4.9,4.7,4.9,4.7,384,660,100,81,4,1,2,1.0,1,manhattan,house,1,1,1,1
207,"Two double beds, New York, Chinatown",130,4.44,4.8,4.7,4.8,4.6,4.8,4.5,131,387,98,75,4,1,2,1.0,0,manhattan,private room,1,1,1,0
208,Time SQ Boutique Hotel Charming Suite,228,4.57,5.0,4.7,5.0,5.0,4.9,4.6,7,187,99,5,2,0,1,1.0,0,manhattan,hotel,1,1,1,0
209,"Aliz Hotel Times Square, Standard Guest Room",350,4.28,4.6,4.4,4.4,4.6,4.5,4.1,152,215,87,27,2,1,1,1.0,0,manhattan,hotel,1,1,1,0
210,Near Eataly & WTC / King Bed Hotel Room,232,4.71,4.7,4.7,4.8,4.8,4.9,4.6,21,2739,99,10,2,1,1,1.0,1,manhattan,hotel,1,1,1,0
211,Serene Private Loft Studio Apartment in Townhouse,99,4.74,4.7,4.9,4.8,4.8,4.8,4.8,219,534,100,121,2,1,1,1.0,1,bronx,loft,1,1,1,1
212,Private Studio Apartment near Van Cortlandt Park!,88,4.89,4.9,5.0,5.0,4.9,5.0,5.0,38,38,90,85,4,0,2,1.0,1,bronx,private room,1,1,1,1
213,Your Nice Cozy Little Home Away From Home,78,4.92,4.9,5.0,5.0,4.9,5.0,4.9,133,158,100,41,4,1,1,1.0,1,bronx,apartment,1,1,1,1
214,Rustic Meets Shabby Chic- Georgous 2 Bedroom,128,4.92,5.0,4.9,5.0,4.8,5.0,4.9,184,184,100,44,5,2,3,1.0,1,bronx,apartment,1,1,1,1
215,A Bronx Oasis in Throggs Neck!,120,4.86,4.9,4.9,4.9,4.9,4.9,4.8,106,106,95,64,4,1,1,1.0,1,bronx,apartment,1,1,1,1
216,Entire Spacious Apt. with Comfy Queen Bed & WiFi,111,4.96,5.0,5.0,5.0,4.9,5.0,5.0,74,74,100,82,4,1,2,1.0,1,bronx,townhouse,1,1,1,1
217,Luxury Tiny house • Ohka,107,4.9,4.9,5.0,4.9,4.8,4.9,4.9,181,186,100,51,2,1,1,1.0,1,bronx,house,1,1,1,1
218,Private Room in Upper Manhattan,54,5.0,4.9,5.0,5.0,4.5,5.0,4.9,11,11,100,30,2,1,1,1.0,0,bronx,private room,1,1,1,1
219,Private Room on Historic Sugar Hill,60,4.7,4.7,4.7,4.8,4.7,4.7,4.7,557,1083,100,129,2,1,1,1.5,1,bronx,private room,1,1,1,1
220,Manhattan-Bronx Large Studio Apt in Mott Haven,88,4.29,4.3,4.5,4.7,4.3,4.7,4.3,164,164,100,34,4,1,2,1.0,0,bronx,apartment,1,1,1,1
221,Lovely Loft Apt in Historic uptown neighborhood! 🏠,122,4.97,5.0,5.0,5.0,4.8,5.0,4.8,234,234,100,68,2,1,2,1.0,1,bronx,private room,1,1,1,1
222,Entire Elegant 2 bd room Suite/private entrance,125,4.63,4.7,4.7,4.6,4.7,4.8,4.6,80,322,78,77,4,2,2,1.0,0,bronx,apartment,1,1,1,1
223,Cozy suite away from home,85,4.69,4.7,4.8,4.9,4.8,4.8,4.7,150,194,100,122,3,1,1,1.0,0,bronx,apartment,1,1,1,1
224,Modern & private studio  Bronx - Free Parking,140,4.85,5.0,4.9,5.0,4.9,5.0,4.8,156,156,100,39,4,0,2,1.0,1,bronx,house,1,1,1,1
225,"Simple,clean,cozy room with lock and key #2 ,",54,4.82,4.8,4.7,4.9,4.7,4.9,4.8,61,151,80,48,2,1,1,1.5,0,bronx,private room,1,1,1,1
226,2e chambre pour 1 personne où couple,40,4.62,4.7,4.8,4.8,4.5,4.8,4.7,147,283,100,44,2,1,1,1.0,0,bronx,private room,1,1,1,1
227,"Get up and GO , Bronx Studio",95,4.67,4.7,5.0,4.7,5.0,5.0,5.0,3,40,0,52,2,1,1,1.0,0,bronx,house,1,0,0,1
228,Luxurious  *NO SMOKING* NO PARTY*,73,4.86,4.9,5.0,5.0,4.9,4.9,4.9,69,126,100,48,2,1,1,1.0,1,bronx,private room,1,1,1,1
229,Lovely private bedroom in Manhattan,63,4.75,4.6,4.8,4.9,4.6,4.8,4.7,103,126,100,83,2,1,1,1.0,0,bronx,private room,1,1,1,1
230,Brownstone-Morningside Heights-Harlem,128,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,163,98,91,4,1,2,1.0,1,bronx,house,1,1,1,1
231,"Clean, Cozy, Room overlooking Park @Yankee Stadium",62,4.94,5.0,5.0,5.0,4.9,5.0,5.0,18,18,100,86,2,1,1,1.0,0,bronx,private room,1,1,1,1
232,Cozy located studio in Manhattan,105,4.79,4.8,4.8,4.8,4.8,4.9,4.7,84,84,100,61,4,0,2,1.0,1,bronx,apartment,1,1,1,1
233,Natural light comfortable room!,83,4.86,4.9,4.9,4.9,4.8,4.9,4.8,312,465,100,68,2,1,1,1.0,1,bronx,private room,1,1,1,1
234,Upscale Apt blocks to Columbia Med./Presb. Hosp.,125,4.71,4.7,4.9,4.9,4.7,4.9,4.8,241,241,95,113,2,1,1,1.0,0,bronx,apartment,1,1,1,1
235,The Heart of the Bronx,134,4.86,4.9,5.0,4.9,4.8,5.0,4.9,108,108,100,29,5,2,4,1.0,1,bronx,apartment,1,1,1,1
236,IDEALLY LOCATED COZY COTTAGE,95,4.77,4.8,4.9,4.9,4.8,4.9,4.8,417,577,93,114,2,0,1,1.0,0,bronx,house,1,1,1,0
237,Cozy Home In Harlem Right By Main Subway Lines,155,4.7,4.6,4.7,5.0,4.8,4.8,4.8,27,27,100,67,4,2,2,1.0,0,bronx,apartment,1,1,1,1
238,Uptown Modern Twist,62,4.84,4.9,4.9,4.9,4.6,4.9,4.8,122,122,100,104,3,1,2,1.0,1,bronx,private room,1,1,1,1
239,Chambre pour couple où personne seule,45,4.49,4.7,4.6,4.6,4.5,4.7,4.7,131,283,100,44,2,1,1,1.0,0,bronx,private room,1,1,1,1
240,Huge 2 bedrooms For RELAXATION AND GETAWAY,156,4.59,4.7,4.8,4.9,4.9,4.9,4.7,63,63,100,43,5,2,2,1.0,0,bronx,apartment,1,1,1,1
241,Bruckner Comfort,118,4.7,4.9,4.9,4.6,4.7,4.8,4.8,67,67,95,24,4,1,2,1.0,0,bronx,apartment,1,1,1,1
242,"Lovely, Spacious & Private Garden Apt in Bronx, NY",127,4.91,5.0,5.0,5.0,4.8,5.0,4.9,93,93,100,45,4,2,3,1.0,1,bronx,private room,1,1,1,1
243,Nini’s Cozy Room,55,5.0,5.0,5.0,5.0,4.8,4.8,5.0,5,5,94,25,2,1,1,1.0,0,bronx,private room,1,0,0,0
244,Warm cozy Inwood apartment near A train,135,4.7,4.8,4.8,5.0,4.9,5.0,4.7,46,46,96,77,2,1,1,1.0,0,bronx,apartment,1,1,1,1
245,Beautiful CLEAN & cozy 1 bedroom in Inwood,119,4.75,4.9,4.8,5.0,4.7,4.9,4.7,20,20,100,16,2,1,1,1.0,0,bronx,apartment,1,1,1,1
246,Cozy clean quiet room with lock and key #1,50,4.74,4.9,4.8,4.9,4.8,5.0,4.8,80,151,80,48,2,1,1,1.0,0,bronx,private room,1,1,1,1
247,Large Private Room with Modern amenities,77,4.92,4.9,4.9,4.9,4.8,4.8,4.8,50,50,100,100,3,1,2,1.0,1,bronx,private room,1,1,1,1
248,Entire 1 Bedroom Apartment in Parkchester,113,5.0,5.0,5.0,5.0,4.7,4.9,5.0,7,7,100,6,4,1,2,1.0,0,bronx,apartment,1,1,1,1
249,"Ivoire Business Solutions,LLC3",204,4.86,4.7,4.9,4.7,4.9,4.7,4.7,7,52,92,40,4,2,2,1.0,1,bronx,apartment,1,1,1,1
250,Entire Townhouse Apartment - 3 blocks from train,153,4.17,4.7,4.3,5.0,4.8,4.3,4.8,6,748,97,79,8,3,6,1.0,0,bronx,townhouse,1,1,1,1
251,"Bedroom , near Montefiore Hospital- 25 mins to NYC",59,5.0,4.8,5.0,5.0,4.8,5.0,5.0,9,19,100,27,2,1,1,1.0,1,bronx,private room,1,1,1,1
252,Garden House in the East Bronx,125,4.76,4.8,4.8,5.0,4.6,4.9,4.9,150,219,100,84,6,2,3,1.0,1,bronx,apartment,1,1,1,1
253,"Luxury apt in a Brownstone in Sobro, The Bronx",130,4.51,4.7,4.8,4.7,4.5,4.9,4.6,82,82,97,63,4,1,1,1.0,0,bronx,house,1,1,1,1
254,"Gorgeous, instagrammable escape in The Bronx, NY",170,4.92,5.0,5.0,5.0,4.9,4.9,4.9,91,91,75,52,3,1,2,1.0,0,bronx,apartment,1,1,1,1
255,"Hamilton Heights Sunny Studio, Manhattan",135,4.82,4.9,4.9,5.0,4.8,5.0,4.8,268,660,100,81,2,0,1,1.0,1,bronx,apartment,1,1,1,1
256,NICE SPACE IN NYC ,55,4.72,4.8,4.8,4.8,4.6,4.9,4.7,97,214,100,118,2,1,1,1.0,1,bronx,private room,1,1,1,0
257,Mi casa es tu casa! Cozy & comfortable!,65,4.94,4.9,5.0,5.0,4.7,5.0,5.0,88,88,100,30,2,1,1,1.5,1,bronx,private room,1,1,1,0
258,HUGE 1BEDROOM NEAR SHOPPING MALL,100,4.0,3.8,4.0,4.5,4.5,4.8,4.5,4,4,88,75,4,1,1,1.0,0,bronx,apartment,1,1,1,1
259,Stylish 2 Beds Apartment with private parking.,155,4.69,4.9,4.9,4.9,4.7,5.0,4.6,55,55,100,26,5,1,2,1.0,0,bronx,apartment,1,1,1,1
260,Live Today For Today,125,4.81,5.0,4.8,4.8,4.8,5.0,4.8,47,47,0,22,2,1,1,1.0,0,bronx,house,1,1,1,1
261,TW #8 Queen Bed  1 to 2,59,4.84,4.9,4.9,4.8,4.8,4.9,4.9,115,395,98,36,2,1,1,1.0,0,bronx,private room,1,1,1,1
262,🌟5th Avenue Oasis w/ Gym & Roof Deck🗽🌟,155,5.0,5.0,5.0,5.0,4.7,5.0,4.8,6,15,98,4,3,0,1,1.0,0,bronx,apartment,1,1,1,1
263,King Suite in the Heights,175,5.0,5.0,5.0,5.0,4.8,4.8,4.8,6,6,100,20,4,1,1,1.0,0,bronx,apartment,1,1,1,1
264,Home Sweet Home,72,4.75,4.8,4.8,4.9,4.8,4.8,4.8,96,96,100,20,3,1,2,1.0,0,bronx,private room,1,0,1,1
265,Pelham Gardens Entire Home *Newly Built*,111,4.76,4.9,4.8,4.9,4.8,4.8,4.8,71,81,100,134,4,1,2,1.0,0,bronx,apartment,1,0,1,1
266,Cozy little room practical and simple,80,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,100,85,2,1,1,1.0,0,bronx,private room,1,1,1,1
267,The Indigo Room (Belmont / Little Italy),81,4.9,4.8,4.9,4.9,4.6,4.9,4.8,83,83,100,35,2,1,2,1.0,0,bronx,private room,1,1,1,1
268,Cozy home away from home,105,4.81,4.8,4.9,5.0,4.8,5.0,4.8,59,59,91,27,2,1,1,1.0,1,bronx,apartment,1,1,1,1
269,A Hidden Gem *NO SMOKING*NO PARTY*,69,4.8,4.8,4.8,5.0,5.0,4.8,4.8,5,126,100,48,2,1,1,1.0,1,bronx,private room,1,1,1,1
270,Room in Bright Authentic New York Style Apartment,41,4.67,4.5,4.9,4.9,4.7,4.6,4.8,24,24,100,37,2,1,0,1.0,0,bronx,private room,1,1,1,1
271,Cozy Private studio-apartment,140,4.66,4.8,4.9,4.9,4.5,4.9,4.6,172,172,100,39,2,0,1,1.0,0,bronx,apartment,1,1,1,1
272,Modern Studio Apartment,94,4.57,4.4,4.6,4.9,4.0,5.0,4.6,7,70,98,83,2,0,2,1.0,0,bronx,private room,1,1,1,0
273,"Cozy studio/kitchen, bathroom",83,4.4,4.3,4.7,4.7,4.7,4.7,4.6,117,162,100,88,2,0,0,1.0,0,bronx,house,1,1,1,1
274,Private Bedroom in shared apartment .,100,4.79,4.7,4.9,4.8,4.7,4.8,4.8,19,208,94,38,2,1,1,2.0,1,bronx,private room,1,1,1,1
275,PRIZ DRP*PRIVATE ENTRANCE*BIG QUIET*WIFI/TV ROM,76,4.89,4.9,4.9,4.9,4.8,4.9,4.8,55,103,100,12,2,1,1,1.0,1,bronx,private room,1,1,1,0
276,"Hamilton Hts Beauty, Manhattan 1 BR",175,4.7,4.7,4.8,4.9,4.7,4.9,4.7,384,660,100,81,4,1,2,1.0,1,bronx,house,1,1,1,1
277,The Walton /Bedroom 2,41,3.0,3.2,3.0,4.0,3.0,4.2,3.0,5,29,100,36,2,1,1,1.0,0,bronx,private room,1,1,1,1
278,Private bedroom in shared artist apartment .,100,4.82,4.8,4.8,4.8,4.7,4.9,4.8,65,208,94,38,2,1,1,1.0,1,bronx,private room,1,1,1,1
279,Discounted Manhattan Superhost Garden Apartment,189,4.92,4.9,4.9,5.0,4.8,5.0,4.9,235,315,100,109,6,1,4,1.0,1,bronx,apartment,1,1,1,1
280,FIVE STAR LIFE STYLE💯👍,119,5.0,5.0,5.0,5.0,4.3,5.0,5.0,3,3,100,2,5,2,6,1.0,0,bronx,apartment,1,1,1,1
281,Harlem Style Spacious and Sunny,145,4.67,4.7,4.8,4.9,4.7,4.9,4.7,187,220,100,79,4,1,2,1.0,1,bronx,apartment,1,1,1,1
282,2 Bedroom Apt. in a private house with Parking,125,4.9,4.9,4.9,4.9,4.7,4.9,4.8,88,113,92,30,4,2,2,1.0,0,bronx,apartment,1,1,1,1
283,Luxury and Spacious *NO SMOKING*NO PARTY*,89,4.74,4.9,4.8,4.9,5.0,4.9,4.8,27,126,100,48,2,1,1,1.5,1,bronx,private room,1,1,1,1
284,"Stay at the ""Claudette"" guest room in SoHa",95,4.86,5.0,4.9,5.0,4.9,5.0,4.8,43,43,100,63,2,1,1,1.0,1,bronx,private room,1,1,1,0
285,West Side Charm - Central Park! Uh,179,4.42,4.2,4.5,4.7,4.9,4.6,4.5,306,360,100,106,2,1,0,1.0,0,bronx,apartment,1,1,1,1
286,Located in the heart of Times Square/Broadway,298,4.7,4.7,4.4,4.5,4.9,4.7,4.6,64,502,95,4,2,1,1,1.0,0,bronx,hotel,1,1,1,0
287,Bronx Cozy 1 Bedroom Apartment with entire access.,156,4.9,5.0,4.9,5.0,4.9,5.0,4.9,145,147,90,41,4,1,3,1.0,1,bronx,apartment,1,1,1,1
288,🌟Elite Fifth Avenue Studio w/ Gym & Roof Deck!🗽🌟,155,4.33,4.7,4.3,4.7,4.0,4.7,4.0,3,15,98,4,3,0,1,1.0,0,bronx,apartment,1,1,1,1
289,Spacious & super clean room with Private Bathroom,76,4.87,4.9,4.9,4.9,4.8,4.9,4.8,68,68,90,20,2,1,1,1.0,1,bronx,private room,1,1,1,0
290,Room in apartment,60,4.82,4.7,4.8,4.8,4.7,4.7,4.7,22,22,96,40,2,1,1,1.0,1,bronx,private room,1,1,1,1
291,Hidden 2 Bedrm Gem in SOBRO! Minutes to NYC!,177,4.9,4.9,4.9,4.8,4.7,4.8,4.8,48,48,100,30,4,2,2,1.0,1,bronx,apartment,1,1,1,1
292,Apartment in upper manhattan,120,4.89,4.8,4.8,4.9,4.9,4.8,4.9,9,9,90,8,2,1,1,1.0,0,bronx,apartment,1,1,1,1
293,Hudson River View King Bed at Higher Floor,298,4.72,4.8,4.7,4.6,4.9,4.8,4.7,352,502,95,4,2,1,1,1.0,0,bronx,hotel,1,1,1,0
294,Three Bedroom Apt 25 Min From Midtown Manhattan,150,4.84,4.8,4.8,5.0,4.9,4.9,4.9,43,43,100,29,6,3,4,1.0,1,bronx,apartment,1,1,1,1
295,Ingrid's Place,70,4.92,5.0,5.0,5.0,4.9,5.0,4.8,64,64,100,23,2,0,1,1.0,1,bronx,private room,1,1,1,0
296,TW #6 Queen Bed plus Double Day Bed 1 to 3 Guests,95,4.61,4.8,4.7,4.7,4.7,4.8,4.8,111,395,98,36,3,1,2,1.0,0,bronx,private room,1,1,1,1
297,Cozy 2 bedroom Modern Private House,120,4.71,4.7,4.7,4.6,4.9,4.8,4.6,56,56,100,11,4,2,2,1.0,0,bronx,house,1,1,1,1
298,Cozy room across the street from the high bridge,55,4.66,4.6,4.8,4.8,4.4,4.8,4.7,145,609,100,51,2,1,1,1.0,0,bronx,private room,1,1,1,1
299,"Private,  cozy,  comfortable,  it feels like home",73,4.14,3.8,4.4,4.7,4.4,4.6,4.5,42,42,100,52,2,1,1,1.0,0,bronx,apartment,1,1,1,1
300,"Newly renovated, two bedroom / w parking",175,4.93,4.9,4.8,4.9,4.7,4.9,4.9,15,15,100,29,5,2,3,1.0,1,bronx,apartment,1,1,1,1
301,Sweet cozy#3,40,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,151,80,48,2,1,0,1.0,0,bronx,private room,1,1,1,1
302,Cute Boho styled bedroom in the Bronx,75,4.69,4.7,4.8,4.8,4.4,4.8,4.8,32,42,100,74,2,1,1,1.0,1,bronx,private room,1,1,1,1
303,☆2-Bedroom Bronx Beauty!☆,165,4.85,4.8,4.9,4.9,4.4,4.9,4.7,59,153,100,29,6,2,4,1.0,1,bronx,apartment,1,1,1,1
304,Magdali's Large Comfi Room,78,4.88,5.0,4.9,4.8,5.0,4.9,4.9,69,69,100,12,2,1,0,1.5,1,bronx,private room,1,1,1,0
305,Bedroom#2 with access to Kitchen & Living Room,65,4.79,4.8,4.7,4.9,4.7,4.9,4.7,52,166,95,26,2,1,0,1.5,0,bronx,private room,1,0,1,1
306,Large luxury private bedroom 1 stop to Manhattan,80,3.75,3.8,4.0,4.0,4.0,4.0,3.8,4,190,95,47,4,1,2,2.0,0,bronx,private room,1,1,1,1
307,Nobel Experience,202,4.17,4.6,4.3,4.2,4.7,4.3,4.2,600,1047,98,27,2,1,1,1.0,0,bronx,hotel,1,1,0,0
308,The Todds - A home away from home,170,4.96,5.0,4.9,5.0,4.9,4.9,4.9,26,26,100,30,2,0,1,1.0,1,bronx,private room,1,1,1,1
309,Dunndee's Bungalow...Your best New York getaway,76,4.53,4.7,4.7,4.7,4.8,4.8,4.7,38,38,100,24,2,0,2,1.0,0,bronx,townhouse,1,0,1,0
310,"Cozy, Friendly, Bronx Living",140,4.61,4.7,4.7,4.7,4.6,4.6,4.4,36,234,78,88,6,2,2,2.0,0,bronx,apartment,1,1,1,1
311,The Walton,96,4.5,4.4,4.7,4.9,4.4,4.9,4.4,14,29,100,36,8,3,3,1.0,0,bronx,apartment,1,1,1,1
312,New York City- Riverdale Modern two bedrooms unit,150,4.72,4.8,4.8,4.9,4.9,4.9,4.7,78,78,100,113,5,2,4,1.0,0,bronx,private room,1,1,1,1
313,Private bed/ bath in classic Upper West Side apt.,105,4.93,4.9,5.0,5.0,5.0,5.0,4.9,105,105,100,39,2,1,1,1.0,1,bronx,private room,1,1,1,1
314,"XL clean room in Manhattan, 1 block from subway!",120,4.83,4.7,4.8,5.0,4.9,4.9,4.8,84,84,100,74,3,1,1,1.0,1,bronx,private room,1,1,1,0
